Region	Chromosome	Start	End	Genes	Max_Fst	Max_Zscore	Max_position
26	NW_011591275.1	5642500	5642500	['LOC105091473']	0.32188362	6.287219224528954	5642500
27	NW_011591275.1	5644500	5667500	['LOC105091473']	0.34684401	7.278785893037205	5645500
28	NW_011591302.1	3859500	3864500	['TCF20', 'INTERGENIC_REGION']	0.32044356	6.2300119654816415	3861500
29	NW_011591302.1	3866500	3877500	['INTERGENIC_REGION', 'LOC105091879', 'LOC105091983']	0.32414624	6.377103179687513	3867500
30	NW_011591336.1	309500	394500	['INTERGENIC_REGION', 'LOC105092694']	0.47641334	12.426006304615154	342500
31	NW_011591373.1	105500	129500	['INTERGENIC_REGION']	0.373891	8.353244015184975	114500
32	NW_011591373.1	184500	201500	['INTERGENIC_REGION']	0.34260007	7.110192796248697	192500
33	NW_011591373.1	216500	240500	['TRIM58', 'INTERGENIC_REGION']	0.38006449999999997	8.598490056133684	240500
34	NW_011591373.1	298500	300500	['INTERGENIC_REGION']	0.32174302	6.2816338040450495	298500
35	NW_011591373.1	479500	479500	['INTERGENIC_REGION']	0.31467222	6.0007419750436535	479500
36	NW_011591373.1	510500	510500	['INTERGENIC_REGION']	0.31625046	6.063438518603529	510500
37	NW_011591373.1	516500	518500	['INTERGENIC_REGION']	0.32228826	6.3032937945475	518500
38	NW_011591373.1	523500	523500	['INTERGENIC_REGION']	0.31649824	6.073281729752193	523500
39	NW_011591373.1	526500	533500	['INTERGENIC_REGION']	0.32349088	6.351068605232804	531500
40	NW_011591373.1	536500	547500	['INTERGENIC_REGION']	0.33571808	6.83680155929258	545500
41	NW_011591373.1	627500	630500	['INTERGENIC_REGION']	0.31620996	6.061829631479787	628500
42	NW_011591373.1	633500	649500	['INTERGENIC_REGION']	0.37196239	8.276628810352369	638500
43	NW_011591374.1	524500	576500	['INTERGENIC_REGION']	0.36858221	8.142349104724447	546500
44	NW_011591374.1	583500	614500	['INTERGENIC_REGION']	0.36748112	8.098607635018734	604500
45	NW_011591382.1	1872500	2013500	['PDE5A', 'INTERGENIC_REGION']	0.47611861	12.414297976171193	1905500
46	NW_011591382.1	2134500	2171500	['INTERGENIC_REGION', 'LOC105093680']	0.48659237	12.830374460150606	2150500
47	NW_011591407.1	8132500	8142500	['INTERGENIC_REGION']	0.34097356	7.045578697590972	8142500
48	NW_011591440.1	35500	49500	['INTERGENIC_REGION']	0.33069095	6.637095763579537	48500
49	NW_011591440.1	51500	59500	['INTERGENIC_REGION']	0.3266678	6.477273683779941	53500
50	NW_011591440.1	61500	61500	['INTERGENIC_REGION']	0.31467774	6.0009612603997775	61500
51	NW_011591440.1	63500	72500	['INTERGENIC_REGION']	0.32923013	6.579063800910276	69500
52	NW_011591440.1	103500	120500	['INTERGENIC_REGION']	0.33241283	6.705498493471618	109500
53	NW_011591442.1	1784500	1785500	['INTERGENIC_REGION']	0.31819622	6.140735017613222	1784500
54	NW_011591442.1	1787500	1825500	['INTERGENIC_REGION', 'LCMT1']	0.35057818	7.427128066638799	1804500
55	NW_011591442.1	2106500	2273500	['INTERGENIC_REGION']	0.5485288	15.290836798855837	2167500
56	NW_011591442.1	2311500	2340500	['INTERGENIC_REGION']	0.45117868	11.423544093602493	2322500
57	NW_011591442.1	2358500	2358500	['INTERGENIC_REGION']	0.31548637	6.033084578791673	2358500
58	NW_011591442.1	2360500	2449500	['INTERGENIC_REGION']	0.55845509	15.685164704226976	2426500
59	NW_011591446.1	1540500	1564500	['INTERGENIC_REGION']	0.34763913	7.310372518465106	1550500
60	NW_011591446.1	1570500	1574500	['INTERGENIC_REGION']	0.32482265	6.403973978190487	1573500
61	NW_011591446.1	1576500	1649500	['INTERGENIC_REGION', 'LOC105094959']	0.46927242	12.142328915981247	1617500
62	NW_011591446.1	1658500	1667500	['INTERGENIC_REGION']	0.34162489	7.0714531778454655	1660500
63	NW_011591485.1	361500	424500	['INTERGENIC_REGION', 'ATRX']	0.42816264	10.509217910996666	395500
64	NW_011591497.1	2514500	2523500	['ADRM1', 'INTERGENIC_REGION', 'LAMA5']	0.32393951	6.368890704746988	2518500
65	NW_011591497.1	2526500	2528500	['LAMA5']	0.31590828	6.049845210060266	2528500
66	NW_011591539.1	219500	241500	['INTERGENIC_REGION', 'LOC105096276']	0.34395987	7.164211677998443	220500
67	NW_011591594.1	1512500	1544500	['INTERGENIC_REGION', 'MRPL15', 'LOC105097063', 'LYPLA1']	0.5435882	15.094568460002478	1529500
68	NW_011591685.1	2455500	2479500	['INTERGENIC_REGION', 'LCORL']	0.41472027	9.975211589871263	2477500
69	NW_011591689.1	12500	14500	['INTERGENIC_REGION']	0.32172813	6.281042289742024	12500
70	NW_011591749.1	2197500	2244500	['SWT1']	0.49915746	13.329530299895355	2225500
71	NW_011591752.1	252500	265500	['INTERGENIC_REGION', 'LOC105099396']	0.33701522	6.888331234445444	262500
72	NW_011591789.1	1089500	1113500	['PWWP2A', 'INTERGENIC_REGION']	0.41084871	9.821411514987426	1090500
73	NW_011591854.1	114500	134500	['INTERGENIC_REGION']	0.33751145	6.908044272900126	126500
74	NW_011591890.1	1076500	1099500	['MPRIP', 'INTERGENIC_REGION']	0.37088533	8.233841947006747	1082500
75	NW_011591947.1	473500	475500	['SLC43A3']	0.32194629999999996	6.2897092256379965	473500
76	NW_011591947.1	477500	477500	['SLC43A3']	0.31495516	6.011981938569374	477500
77	NW_011591947.1	479500	494500	['SLC43A3', 'INTERGENIC_REGION']	0.34301286	7.12659112997239	485500
78	NW_011592079.1	17500	21500	['LOC105102021']	0.33628406	6.859285458904817	17500
79	NW_011592079.1	24500	37500	['INTERGENIC_REGION']	0.33326956	6.739532613608006	32500
80	NW_011592189.1	66500	77500	['INTERGENIC_REGION']	0.33668044	6.875031895401336	67500
81	NW_011592438.1	2303500	2320500	['INTERGENIC_REGION']	0.35364850000000003	7.549098395373815	2310500
82	NW_011592694.1	75500	160500	['INTERGENIC_REGION', 'PPFIA1']	0.44721584	11.266117865220995	96500
83	NW_011592866.1	81500	105500	['LOC105104791', 'INTERGENIC_REGION']	0.35598162	7.641783005895926	91500
84	NW_011593060.1	184500	187500	['LOC105105133', 'INTERGENIC_REGION']	0.32299352	6.331310676841087	186500
85	NW_011593394.1	49500	51500	['INTERGENIC_REGION']	0.32158634	6.275409595784607	51500
